,fecha,HORA declarada,Ruta,OperadOR,flight_no,route,ac_type,registration,cn_ln,all_aboard,PASAJEROS A BORDO,crew_aboard,cantidad de fallecidos,passenger_fatalities,crew_fatalities,ground,summary
2677,"April 10, 1973",1013,"Near Basel,  Switzerland",Invicta International Airlines (UK),435,Bristol - Basel,Vickers Vanguard 952,G-AXOP,745,145,139,6,108,104,4,0,Crashed into a forest during a snowstorm. Malfunctioning navigation equipment. Navigational error by crew.
2678,"April 12, 1973",1450,"Moffett AFB, California",Military - U.S. Navy / NASA,?,?,Lockheed P-3C / Convair CV-990-30A-5,157332/N711NA,5547 / 1,17,0,17,16,0,16,0,"A Navy P-3C collided with a NASA research jet as it prepared to land at Moffett Naval Air Station. A ground controller mistakenly gave both planes permission to land on the same runway and the NASA plane settled on top of the P-3, 300 ft. off the ground. Both planes crashed onto a golf course. Five aboard the P-3 and 11 aboard the Convair were killed."
2679,"April 18, 1973",?,"Bamiyan, Afghanistan",Bakhtar Afghan Airlines,?,Bamiyan - Kabul,de Havilland Canada DHC-6 Twin Otter 100,YA-GAT,111,19,16,3,4,2,2,0,The chartered American/Canadian tour group's plane crashed on takeoff.
2680,"May 11, 1973",0437,"Near Semipalatinsk, USSR",Aeroflot,6551,"Tashkent, Uzbekistan - 	Novosibirsk, Russia",Ilyushin IL-18B,SSR-75687,189001202,61,55,8,61,55,8,0,The plane disintegrated during an emergency descent and crashed 84km from Semipalatins. Collision with a foreign object causing damage to the wing.
2681,"May 18, 1973",0938,"Chita, Siberia, USSR",Aeroflot,109,Moscow - Chita,Tupolev TU-104A,CCCP-42411,820303,81,72,9,81,72,9,0,The aircraft broke up at FL 300. Detonation of a bomb in the cabin being carried by a hijacker.
2682,"May 19, 1973",1500,"Svay Rieng, Cambodia",Cambodia Air,?,Svay Rieng - Phnom Penh,Douglas C-47A,XW-TDM,10078,11,9,2,11,9,2,0,Crashed shortly after taking off after being hit by ground fire.
2683,"May 29, 1973",?,"Near Rimouski, Prov. Quebec, Canada",Air Gaspé,?,?,Douglas DC-3,CF-QBB,10081,4,1,3,4,1,3,0,"the crew failed to realize their altitude was too low when the plane struck a tree and crashed, 5 km southeast of Rimouski."
2684,"May 31, 1973",21:58,"Near New Delhi, India",Indian Airlines,440,Madras - Delhi,Boeing B-737-2A8,VT-EAM,20486/279,65,58,7,48,43,5,0,The plane crashed and caught fire after hitting power lines during a landing attempt. The landing was made despite visibility below minima. Crew error.
2685,"June 01, 1973",0720,"Sao Luis, Brazil",Cruzeiro,?,Belem - Sao Luis,Sud Aviation SE-210 Caravelle VIN,PP-PDX,126/127,23,16,7,23,16,7,0,"While on a go-around the aircraft attained a nose up attitude, stalled and crashed. Loss of power in the No.1 engine at a critical stage of the landing."
2686,"June 03, 1973",1529,"Goussainville, France",Aeroflot,?,Demonstration,Tupolev TU-144,CCCP-77102,01-2,6,0,6,6,0,6,8,"During a steep climb at an airshow, the airplane was observed to level off very abruptly and then begin a dive. The plane broke apart and exploded before crashing into a residential area killing 8 people and seriously injuring 60 others. The pilot, possibly startled by a close encounter with a Mirage jet photographing the TU-144, overreacted causing a compressor stall. The aircraft then went into a dive and broke apart after the aircraft's design capacity was exceeded."
2687,"June 09, 1973",?,"Rio de Janeiro, Brazil",Varig,?,?,Boeing 707-327C,PP-VLJ,19106/502,4,0,4,2,0,2,0,The cargo plane was making an instrument approach to Runway 14 with the speed brake lever at 45 degrees and inboard spoilers deactivated when it was noted that the spoiler switch cover was open. The captain or copilot then closed the spoiler switch cover and activated the inboard spoiler causing the aircraft to pitch down. The plane descended from a height of about 70 meters and struck approach lights.
2688,"June 20, 1973",2247,"Near Puerto Vallarta, Mexico",Aeromexico,?,Houston - Monterrey - Puerto Vallarta - Mexico City,McDonnell Douglas DC-9-15,XA-SOC,47100/153,27,22,5,27,22,5,0,"The aircraft hit high ground during an approach, 32 kms from the airport."
2689,"June 30, 1973",1339,"Amman, Jordan",Aeroflot,SU-512,"Amman, Jordan - Beirut, Lebanon - Yerevan, Armenia",Tupolev TU-134A,CCCP-65668,1351306,85,78,8,2,0,2,7,"The aircraft was not able to lift off during takeoff, overshot the runway and crashed into a house bursting into flames."
2690,"July 04, 1973",?,"Near Shakhtyorsk, Russia",Aeroflot,?,Yuzhno -Shakhtyorsk,Ilyushin IL-14,CCCP-91534,147001150,18,13,5,18,13,5,0,"Controlled flight into terrain, 53 km south of Shakhtyorsk. The crew descended below a safe altitude during the approach."
2691,"July 09, 1973",1953,"Nnear Kuybyshev, Russia",Aeroflot,5385,Kuibyshev - Simferopol,Tupolev TU-124V,CCCP-45062,4351407,61,54,7,2,2,0,0,Made a forced landing after experiencing engine failure. Complete destruction of turbine and due to a design and manufacturing defect.
2692,"July 11, 1973",1403,"Paris, Orly Airport, France",Varig,820,Rio - de Janerio - Paris,Boeing B-707-345C,PP-VJZ,19106/683,134,117,17,123,116,7,0,Fire aboard the aircraft in the aft right toilet was reported and an emergency descent made. The plane was heavily damaged by fire before fire fighters could rescue passengers. Most fatalities were due to CO before rescuers could reach passengers. The fire started in the aft right toilet either from an electrical short or discarded cigarette.
2693,"July 22, 1973",2207,"Off Papeete, Tahiti",Pan American World Airways,816,"Auckland, NZ - Papeete, Tahiti - Honolulu - Los Angeles",Boeing B-707-321B,N417PA,18959/470,79,69,10,78,68,10,0,"The aircraft crashed 30 seconds after takeoff from Faaa Airport into the ocean. Cause unknown.  It is possible an instrument failure diverted the crews attention during a turn. The aircraft was named ""Clipper Winged Racer."""
2694,"July 23, 1973",1643,"St. Louis, Missouri",Ozark Air Lines,809,"Marion, IL - St. Louis",Fairchild-Hiller FH-227B,N4215,513,44,41,3,38,37,1,0,"The aircraft crashed after attempting to land in thunderstorms with heavy rain and high winds. After passing the outer marker, the aircraft descended below the glide slope, entered an area of heavy rain, was struck by lightning and crashed into the ground short of the runway. The aircraft's encounter with a downdraft following the captain's decision to initiate and continue an instrument approach into a thunderstorm. Lack of a timely issuance of a severe weather warning by the National Weather Service."
2695,"July 24, 1973",0708,"Honolulu, HI",Air Hawaii,?,Honolulu - Lihue,Volpar C45G,N234JC,?,5,4,1,5,4,1,0,"The plane experienced engine faiure while taking off and crashed into the ocean. Fuel starvation. Rear auxillary tanks not serviced. Overloaded, improper center of gravity."
2696,"July 31, 1973",1008,"Logan Airport, Boston, Massachusetts",Delta Air Lines,723,"Burlilngton, VT  - Boston, MA",McDonnell Douglas DC-9-31,N975NE,47075/166,89,83,6,89,83,6,0,The flight crashed into a seawall during ILS approach in adverse weather conditions. The failure of the flightcrew to monitor altitude and to recognize passage of the aircraft through the approach decision height during an unstabilized precision approach conducted in rapidly changing meteorological conditions. Poor positioning of the aircraft for an approach by ATC. Questionable information presented by the flight director.
2697,"August 13, 1973",1140,"Near La  Coruña, Spain",Aviaco Condor,118,Madrid - La Coruña,Sud-Aviation Caravelle 10-R,EC-BIC,225,85,79,6,85,79,6,1,"The aircraft experienced two missing landing attempts. On the third try, the crew tried to descent below minimum safe altitude to make visual contact with the ground. The right wing clipped trees and the aircraft crashed about 2 m from the runway. Attempting to land in meteorological conditions that were below minima."
2698,"August 15, 1973",1450,"Don Don, Haiti",Private,?,Port Au Prince - Cap Haitien,Norman BN-2A-6,N38JA,211,10,9,1,10,9,1,0,"While flying too low, the plane struck a mountain shrouded in clouds and located in Dondon, 21 km south of the airport. Controlled flight into terrain.."
2699,"August 18, 1973",1851,"Baku, Azerbaijan, USSR",Aeroflot,A-13,Baku - Aktau,Antonov AN-24V,CCCP-46435,87304305,64,60,4,56,54,2,0,Crashed after after attemping a return to the airport for an emergency landing. Left engine failure.
2700,"August 22, 1973",1140,"El Yopal, Colombia",AVIANCA,?,Villavicencio - El Yopal,Douglas DC-3,HK-111,4105,17,14,3,16,13,3,0,Struck a hill in heavy fog. Flying VFR in IFR conditions.
2701,"August 27, 1973",1245,"Bogota, Colombia",Aerocondor Colombia,?,Bogota - Cartagena,Lockheed L-188A Electra,HK-777,1115,42,36,6,42,36,6,0,Crashed into El Cable Mountain after taking off in fog. Crew failed to follow departure procedures.
2702,"August 28, 1973",2145,"Near Huete, Spain",Military - U.S. Air Force,?,Athens - Madrid,Lockheed C-141A,63-8077,6008,25,17,8,24,17,7,0,"The aircraft was cleared to 5,000 ft. but descended to 3,000 ft. The plane hit a ridge became airborne, rolled over and crashed inverted into a ravine. The flying crew failed to follow approach procedures and descended to an unsafe altitude following a misinterpretation of the ATC clearance. A lack of crew coordination, a wrong planned approach and crew fatigue."
2703,"August 28, 1973",2050,"Thirty-five miles west of Los Angeles, California",Trans World Airlines,742,Honolulu - Los Angeles,Boeing B-707-331B,N8705T,18916/455,149,141,8,1,1,0,0,"The plane porpoised while descending to LAX. The aircraft was subjected to 2 minutes of peak acceleration forces of 2.4 g.  A combination of design tolerances in the aircraft's longitudinal control system which, under certain conditions, produced a critical relationship between control forces and aircraft response."
2704,"September 08, 1973",0542,"King Cove, Alaska",World Airways,?,Travis - Cold Bay - Yokota - Clark,McDonnell Douglas DC-8-63F,N802WA,46146,6,3,3,6,3,3,0,"Hit mountain at 3,500 ft., in level flight, 15.5 miles east of airport in fog. Improper IFR operation.  Descended below MSA in mountainous terrain. The captain's deviation from approved instrument approach procedures. As a result of the deviation the flight descended into an area of unreliable navigation signals and obstructing terrain."
2705,"September 11, 1973",?,"Moganik, Yugoslavia",JAT Yugoslav Airlines,?,Skopje - Titograd,Aerospatiale Caravelle 6N,YU-AHD,151/149,41,35,6,41,35,6,0,"The aircraft struck Moganik Mountain at 6,300 ft., while descending. Controlled flight into terrain."
2706,"September 20, 1973",2245,"Natchitoches, Louisiana",Private Charter,-,"Natchitoches, La - Dallas, TX",Beechcraft E18S,N50JR,BA-176,6,5,1,6,5,1,0,"The plane crashed into a tree 200 yards past the end of the runway while taking off  from Natchitoches, Louisiana Municipal Airport. A witness to the crash reported that the plane never seemed to gain any altitude. It scraped the top of a pecan tree, catching a wing and crashed to the ground. Pilot failed to see/avoid objects, obstructions. Pilot had severe coronary artery disease. Ran 3 miles from motel to airport.  May have had a heart attack. Singer Jim Croce, 30, killed.  Also killed were accompanist Maurice Muehleisen, publicist Kenny Cortese, road manager Dennis Rast, comedian George Stevens and pilot Robert Elliot. Croce's company had just completed a performance before a crowd of 2,000 at Northwest State University."
2707,"September 27, 1973",1952,"Rich Mountain, Arkansas",Texas International Airlines,655,Memphis - El Dorado - Texarkana - Dallas,Convair 600,N94230,056,11,8,3,11,8,3,0,"The aircraft flew100 miles off course and struck Black Fork Mountain, 600 feet below the summit of the peak, 91 miles North of Texarkana. Heavy thunderstorms were in the area at the time. The captain's attempt to operate the flight under VFR at night without using all the navigational aids and information available to him and his deviation from the pre-planned route without adequate positioning information."
2708,"September 30, 1973",?,"Miritituba, Brazil",Aeronorte,?,Itaituba - Jacareacanga,Douglas DC-3A,PT-CEV,20182,9,5,4,9,5,4,0,"The crew started the takeoff roll at a point 200m down the runway, with a runway distance remaining of 1080m. After taking off, the DC-3 climbed slowly, entered a right turn, stalled and crashed in flames.  Power loss on one or both engines, due to maintenance deficiencies or fuel contamination."
2709,"September 30, 1973",2037,"Near Sverdlovsk, Russia",Aeroflot,3932,Sverdlovsk - Omsk,Tupolev TU-104B,CCCP-42506,21904,108,100,8,108,100,8,0,"The aircraft crashed shortly after takeoff while on a go-around. After reaching an altitude of 1,200 ft. the aircraft banked to the left which steepened until the plane began to descend and finally crashed. Malfunctioning artificial horizon."
2710,"October 02, 1973",2336,"Magadan, Russia",Aeroflot,3932,Yakutsk - Magadan,Antonov AN-12V,CCCP-12967,9346502,10,8,2,10,8,2,0,The cargo plane struck high ground after going off course during a go-around. Crew error.
2711,"October 13, 1973",2018,"Near  Domodedovo, Russia",Aeroflot,964,Tbilisi - Moscow,Tupolev TU-104B,CCCP-42486,021504,122,114,8,122,114,8,0,"After making a right turn, the aircraft plunged to earth from 1,500 ft.  Electrical failure of the compass and main gyro."
2712,"October 23, 1973",0850,"Guanabara Bay, Brazil",VASP,?,Rio de Janeiro - Belo Horizonte,NAMC YS-11A-211,PP-SMJ,2068,65,60,5,8,8,0,0,"The takeoff from Santos Dumont airport was aborted after a loss of power occurred before the V1 speed was reached. Due to poor braking action, emergency brakes were applied. The pilot-in-command retracted the landing gear after it was apparent an overrun was imminent. The aircraft slid into Guanabara Bay."
2713,"November 02, 1973",?,"Villavicencio, Colombia",Lineas Aéreas La Urraca,?,Arauca - Cucuta,Handley Page HPR-7 Herald 101,HK- 718,150,16,12,4,6,3,3,0,The aircraft crashed after diverting to Villavicencio after experiencing hydraulic problems and having to feather the No. 1engine.
2714,"November 03, 1973",0939,"Boston,: Massachusetts",Pan American World Airways,160,New York City - Prestwick,Boeing B-707-321C,N458PA,19368/640,3,0,3,3,0,3,0,"Smoke in the cockpit and uncontrollable fire in the cargo plane caused by spillage of nitric acid on sawdust packing in the cargo hold. The aircraft was named ""Clipper Titian."""
2715,"November 03, 1973",1640,"Near Albuquerque,  New Mexico",National Airlines,27,"Miami, FL - San Francisco, CA",McDonnell Douglas DC-10-10,N60NA,46700/14,128,116,12,1,1,0,0,"Overspeeding of the starboard engine caused the engine to disintegrate. Pieces struck the fuselage, breaking a window, causing rapid explosive decompression and a passenger Mr. Gardner, sitting in seat 17H was sucked out of the plane.  The plane landed safely. His body was found two years later. The captain and flight engineer were experimenting with the autothrottle system by tripping the circuit breakers which supplied the instruments which measured the rotational speed of each engine's low pressure compressor. This led to engine overspeeding and destruction of the engine."
2716,"November 17, 1973",0200,"Near Quang-Ngai, South Vietnam",Air Vietnam (South Vietnam),?,on - Quang Ngai,Douglas DC-3,XV-NIE,14910/26355,27,24,3,27,24,3,0,Flew into a mountain while en route. Flying under VFR in IFR conditons.
2717,"December 07, 1973",2229,"Moscow, USSR",Aeroflot,964,Mineral Waters - Moscow,Tupolev TU-104B,CCCP-42503,21901,75,68,7,13,11,5,0,The aircraft crashed after the wing touched the ground while landing short of the runway. Crew error in not executing a missed approach.
2718,"December 16, 1973",1913,"Near Karacharovo, USSR",Aeroflot,2022,Vilnius - Moscow,Tupolev TU-124,CCCP-45061,3351406,51,45,6,51,45,6,0,Went into a sudden dive and crashed to the ground. A short circuit occurred in the elevator trim system.
2719,"December 17, 1973",1300,"Rome, Italy",Pan American World Airways,110,Rome - Beirut,Boeing B-707-321B,N407PA,18838/412,177,167,10,30,29,1,0,"Two phosphorus bombs were thrown into the aircraft prior to its departure. The aircraft was named ""Clipper Celestial."""
2720,"December 21, 1973",?,"Near Siagon, South Vietnam",Military - Vietnamese Air Force,?,?,Boeing Vertol CH-47 (helilcopter),?,?,20,?,?,20,?,?,0,Ammunition exploded while the aircraft was on the ground.
2721,"December 22, 1973",2210,"Near Tetouan, Morocco",Royal Air Maroc,?,Paris - Tanger,Sud-Aviation Caravelle VI-N,OO-SRD,069/84,106,99,7,106,99,7,0,"After missing the outer marker, the aircraft continued off course and crashed into Mt. Mellaline, 20 kms from the airport at an elevation of 2,300 feet in rain. Crew error. The pilot started his final turn too far east of the runway."
2722,"December 23, 1973",2208,"Lvov, Ukraine, USSR",Aeroflot,?,Lviv - Kiev - Kuybyshev,Tupolev TU-124,CCCP-45004,350202,17,11,6,17,11,6,0,Crashed after takeoff. Engine failure. A defective turbine blade failed resulting in violent vibration of the engine and rupturing of a fuel line and causing an in-flight fire.
2723,"December 28, 1973",?,"Durban, South Africa",Executive Funds,?,?,Douglas DC-3,ZS-DAK,1498,25,22,3,1,1,0,0,"The No.1 engine failed while the DC-3  turned onto final approach.  Shortly thereafter,  the No.2 engine also failed. The aircraft was turned towards a beach and was ditched successfully. One  non-swimming passenger  drowned."
2724,"January 01, 1974",1238,"Near Turin, Italy",Itavia,?,Bologna - Torino,Fokker F-28 Fellowship 1000,I-TIDE,11015,42,38,4,38,35,3,0,Crashed 2 miles short of the runway upside down during an approach in fog and heavy rain.
2725,"January 06, 1974",1805,"Johnstown, Pennsylvania",Air East,?,"Pittsburgh, PA - Johnstown, PA",Beechcraft 99A,N125AE,U-125,17,15,2,12,11,1,0,Crashed short of the runway.  Failed to maintain flying speed. Improper IFR operation. Premature descent below safe approach slope for reasons undetermined.
2726,"January 06, 1974",?,"Unduavi, Bolivia",Servicios Aéreos Boliviano,?,San Borja - La Paz,Curtiss C-46F,CP-990,22490,4,1,3,4,1,3,0,The cargo plane hit a mountain en route.
2727,"January 06, 1974",1525,"Mukachevo, Ukraine",Aeroflot,H-75,"Ivano-Frankovsk, Ukraine - Uzhgorod, Ukraine",Antonov AN-24V,CCCP-46357,77303405,24,18,6,24,18,6,0,The plane dove into the ground 100 meters behind the outer marker while on approach.  Icing of the horizontal stabilizer.
2728,"January 09, 1974",1636,"Near Nevia, Colombia",SATENA,?,Florencia - Bogota,Hawker Siddeley HS 748-260,FAC-1103,1704,31,28,3,31,28,3,0,The domestic flight crashed into Mt Gabinete about 34 km northwest of Florencia while en route to Bogota.
2729,"January 10, 1974",1630,"La Paz, Bolivia",TAM (Bolivia),?,Santa Rose - La Paz,Douglas C-54,TAM-52,?,24,21,3,24,21,3,0,The non-scheduled passenger flight crashed while en route to La Paz. Wreckage never found.
2730,"January 17, 1974",1315,"Cigorodo, Colombia",Cessnyca,?,Chigorodó - Medellín,Douglas DC-3A,HK-1216,1905,14,11,3,14,11,3,0,Crashed after climbing to cruising altitude.
2731,"January 26, 1974",0730,"Izmir, Turkey",Turkish Airlines (THY),?,Izmir - Istanbul,Fokker F-28 Fellowship 1000,TC-JAO,11057,73,68,5,66,62,4,0,"The plane yawed left, pitched nose down and crashed shortly after taking off. Icing. Frost on the wings along with over rotation resulted in a stall. Crew error."
2732,"January 30, 1974",2341,"Pago Pago, American Samoa",Pan American World Airways,806,Auckland - Pago Pago,Boeing B-707-321B,N454PA,19376/661,101,91,10,97,87,10,0,"The aircraft crashed and burned while making ILS approach to Pago Pago International Airport. There was a failure of the crew to correct an excessive rate of descent causing the aircraft to fly into trees short of the runway. Windshear, sensory illusory, inadequate monitoring of flight instruments, and the failure of the crew to call out descent rate. Most aboard the aircraft were not injured by the crash but succumbed to fire and panic afterwards. The aircraft was named ""Clipper Raidant."""
2733,"February 02, 1974",2130,"Near Honolulu, HI",Pan American World Airways,?,"San Francisco, CA - Honolulu, HI - Agana, Guam",Boeing B-747,N732PA,19638/3,298,279,19,1,1,0,0,A 16 month old child was asphyxiated by a seat belt while unattended.
2734,"February 09, 1974",1730,"Near Souda, Crete",Military - West German Air Force,?,?,Transall C-160D,50-63,?,40,35,5,35,30,5,0,"The twin-engine turboprop hit a mountain at an elevation of 5,000 ft. during an ILS approach."
2735,"February 22, 1974",?,"Baltimore, Maryland",Delta Air Lines,523,Baltimore - Atlanta,Mc Donnell Dougals DC-9,?,?,15,10,5,1,0,1,0,"An out of work Pennsylvania salesman, Samuel Byck attempted to hijack Flight 523. His plans were to fly the plane into the White House and kill president Richard Nixon. He killed a security guard to get on board. He then shot and killed the copilot and seriously wounded the pilot. He was wounded  by a security guard and soon after killed himself. The plane never left the ground."
2736,"February 23, 1974",?,"San Francisco de Moxos,  Bolivia",SAVCO,?,Trinidad - Oruro,Curtiss C-46A-45-CU,CP-1052,30195,7,4,3,7,4,3,0,Severe turbulence possibly caused the failure of ropes securing cargo. The center of gravity shifted causing a loss of control. The wreckage was found 2 days later.
2737,"March 03, 1974",1141,"Near Ermenonville, France",Turkish Airlines (THY),981,Paris - London,McDonnell Douglas DC-10-10,TC-JAV,46704/29,346,335,11,346,335,11,0,"The aircraft crashed shortly after takeoff from Orly Airport in Paris, France. Climbing through FL110 the aircraft lost the rear cargo door, resulting in explosive decompression and damage to the cabin floor and control cables. The aircraft lost control and crashed in a forest at a high rate of speed. The service subcontractor and the flight engineer neglected to check the locking mechanism through a recently installed viewport to verify the door was latched properly. In addition, although a service bulletin stipulated that the locking pin should be extended, it was mistakenly shortened causing the latch to release after the cabin was pressurized. On June 12, 1972, an American Airlines DC-10 lost its cargo door shortly after taking off from Detroit ,Michigan. Using mainly engine thrust the crew was able to land safely. The cause was a defect in the latching mechanism on the door."
2738,"March 08, 1974",?,"Hanoi, Vietnam",Pathet Lao Airlines,?,Saigon - Hanoi,Antonov An-24,XW-TCA,87304508,18,15,3,18,15,3,0,"Fifiteen journalists aboard for an Asian tour. On approach to Hanoi Airport, the aircraft crashed for unknown reasons."
2739,"March 13, 1974",1928,"Bishop, California",Sierra Pacific Airlines,802,Bishop - Burbank,Convair CV-440,N4819C,138,36,32,4,36,32,4,0,"The aircraft crashed into Poleta Ridge, in the foothills of  the White Mountains at 6,100 ft.  The Wolper Productions Inc. movie crew was being flown from Bishop to Burbank. The flight was being conducted under VFR conditions. It could not be determined why the crew did not maintain a safe distance from hazardous terrain."
2740,"March 15, 1974",0807,"Tehran, Iran",Sterling Airways,?,Tehran - Kobenhavn,Aerospatiale Caravelle 10B3,OY-STK,266,96,92,4,15,15,0,0,Collapse of right main landing gear while taxing ruptured the wing fuel tank causing a fire.
2741,"April 04, 1974",0235,"Francistown, Botswana",Wenela Air Services,?,Francistown - Malawi,Douglas DC-4,A2-ZER,27242,84,80,4,78,75,3,0,The aircraft crashed into trees and burst into flames after the engines overheated resulting in loss of power. The plane was carrying gold miners. Fuel contamination. Jet A fuel contaminated the aviation gasoline.
2742,"April 22, 1974",1526,"Grogak, Bali, Indonesia",Pan American World Airways,812,"Hong Kong - Bali, Indonesia - Sydney, Austrailia",Boeing B-707-321C,N446PA,19268/544,107,96,11,107,96,11,0,"The aircraft was on a flight from Hong Kong to Denpassar, Bali.  While on approach, the plane crashed into Mt. Mesehe at 4,000 ft. killing all aboard. Premature execution of a right hand turn to join the 263 degrees outbound track which was based on the indication given by only one of the ADFs while the other one was still in steady condition. External or internal interference causing an incorrect indication from the automatic direction finder. The aircraft was named ""Clipper Climax."""
2743,"April 27, 1974",1807,"Near Leningrad, USSR",Aeroflot,?,Leningrad - Zaporozhye,Ilyushin IL-18B,CCCP-75559,184007703,109,102,7,109,102,7,0,The aircraft crashed after report of a heavy vibration and fire in the No. 4 engine. Structural failure of turbine disc in No. 4 the engine.
2744,"April 30, 1974",1347,"Galveston, Texas",Houston Metro Airlines,?,"Galveston, TX - Houston, TX",Beechcraft 99,N853SA,U-41,12,10,2,6,5,1,0,Crashed during takeoff. Inadequate preflight preparation and planning. Lack of familarity with aircraft.  Misused  flaps. Gust lock engaged.
2745,"May 02, 1974",1930,"Banos, Ecuador",Aero Taxis Equatorianos,?,Pastaza - Ambato,Douglas C-47,HC-AUC,?,24,21,3,22,19,3,0,Struck a mountain shortly after takeoff. Failure to climb to the minimum safety altitude. Overconfidence of the crew. Distraction by a tourist guide in the cockpit.
2746,"May 06, 1974",2222,"Nurnberg, Germany",Fragtflug,?,Nice - Nurnberg,Douglas DC-6A,TF-OAE,44069/396,3,0,3,3,0,3,0,The cargo plane struck trees and crashed while on final approach. Icing. Pilot blood alcohol above normal.
2747,"May 23, 1974",1655,"Springfield, Illinois",Saturn Airways,?,"Alameda, CA - Indianapolis, IN",Lockheed L-100-30 Hercules,N14ST,4225,3,1,2,3,1,2,0,"While en route the left wing separated from the aircraft. The plane crashed out of contol. The undiscovered, preexisting fatigue cracks, which reduced the strength of the left wing to the degree that it failed as a result of positive aerodynamic loads created by moderate turbulence."
2748,"May 23, 1974",2205,"Kiev, Ukraine, USSR",Aeroflot,H-166,Khmelnitsky - Kiev,Yakovlev YAK-40,CCCP-87579,9221122,29,25,4,29,25,4,0,Crashed during approach. Incapacitation of the crew due to carbon monoxide.
2749,"May 31, 1974",?,"Rankin Inlet, Canada",Lambair,?,Thompson - Rankin Inlet,Bristol 170 Freighter 31E,CF-QWJ,13078,2,0,2,2,0,2,0,The cargo plane suffered an engine failure and spiraled into the ground.
2750,"June 08, 1974",1730,"Monte San Isidro,  Colombia",Aerolineas TAO,514,Bucaramanga - Cucuta,Vickers Viscount 785D,HK-1058,380,44,38,6,44,38,6,0,The aircraft lost control and crashed after a tailplane failure. Failure in-flight of the tailplane spar causing the left tailplane and elevator the detach.
2751,"June 27, 1974",?,"Battambang, Khmer Republic",Cambodia Air,1999,Battambang - Phnom Penh,Boeing 307B-1 Stratoliner,XW-TFR,1999,39,33,6,19,17,2,0,Crashed during takeoff and burned after 3 engines failed. Mechanical failure due to improper maintenance procedures. Insufficient training of cabin crew.
2752,"June 30, 1974",1300,"Umiat, Alaska",Alaska Helicopter - Air Taxi,?,"Umiat, AK - Local",Fairchild Hiller FH1100,N8679,?,5,4,1,5,4,1,0,Crashed after the fatigue fracture of the swachplate assembly. Inadequate maintenance and inspection.
2753,"July 24, 1974",0945,"Bogota, Colombia",Aeronorte Colombia,?,?,Douglas DC-4,HK-728,10507,3,0,3,3,0,3,0,"The cargo plane crashed into a mountain at 7,000 ft. shortly after taking off."
2754,"July 27, 1974",?,"Near Moc Hoa, Vietnam",Air Amercia,?,Phnom Penh - Siagon,Fairchild C-123K,ST-4,20304,5,1,4,5,1,4,0,The cargo plane was struck by a surface-to-air missile.
2755,"August 05, 1974",?,"Mt. Apica, PQ, Canada",Laurentian Air Services,?,LaTuque - St. Honore,Douglas DC-3,C-FTAT,11850,11,8,3,5,2,3,0,Struck  the slope of Mont-Apica located 67 km southwest of saint-Honoré Airport.
2756,"August 11, 1974",?,"Near Ouagadougou, Upper Volta",Air  Mali,?,"Bamako, Mali - Kano, Nigeria",Ilyushin IL-18B,TZ-ABE,181003304,60,50,10,47,39,8,0,"The aircraft crashed after running out of fuel. After being diverted because of bad weather, a navigation error caused the crew to circle the wrong city."
2757,"August 12, 1974",1450,"Cali, Colombia",AVIANCA,?,Tumaco - Bogota,Douglas C-47-DL,HK-508,4527,27,24,3,27,24,3,0,The crew became lost in rainy weather and crashed into Trujillo Mountain. Wreckage found 2 months later.
2758,"August 14, 1974",0920,"Margarita Island, Venezuela",Linea Aeropostal Venezolana,?,Cumana - Porlamar,Vickers Viscount 749,YV-C-AMX,095,49,45,4,49,45,4,0,"In accordance with ATC, the crew divert to Cumaná Airport and while completing a turn to change heading, the plane struck the peak La Gloria located10 km northeast of Porlamar Airport."
2759,"August 18, 1974",?,"Near Kisangani, Zaire",Military - Zairean Air Force,?,Kinshasa - Kisangani,Lockheed C-130H,9T-TCD,4422,31,24,7,31,24,7,0,"During a night time approach to Kisangani Airport, the plane crashed in unknown circumstances few km from the runway threshold"
2760,"September 07, 1974",?,"Tandjung-karang, Indonesia",Garuda Indonesia Airlines,?,bang - Bandar Lampung - Jakarta,Fokker F-27 Friendship 600,PK-GFJ,10422,39,36,3,36,33,3,0,Crashed into a building while landing during poor weather conditions. The plane was blown against the building by a strong gust of wind.
2761,"September 08, 1974",1140,"Ionian Sea , off Kefallinia, Greece",Trans World Airlines,841,Tel Aviv - Athens - Rome - New York,Boeing B-707-331B,N8734,20063/789,88,79,9,88,79,9,0,"The aircraft pitched up, rolled to the left, went into a steep spiral dive and crashed into the sea. Detonation of an explosive device in the aft cargo hold. A Palestinian organization claimed responsibility. The blast probably buckled the cabin floor damaging the elevator and rudder controls."
2762,"September 11, 1974",0734,"Near Charlotte, North Carolina",Eastern Air Lines,212,"Charleston, SC - Charlotte, NC - Chicago, IL",McDonnell Douglas DC-9-31,N8984E,47400/443,82,78,4,70,68,2,0,The aircraft flew too low and struck trees 3.3 miles short of the runway during an approach in fog. Flightcrew's lack of altitude awareness at critical points during the approach due to poor cockpit discipline in that the crew did not follow prescribed procedures. The crewmembers were preoccupied with conversations having nothing to do with the operating the aircraft while conducting an instrument approach. The aircraft was 50 knots too fast and 500 feet below the final approach fix.
